"id","start_date","expiry_date"
"account_intrastat.commodity_code_2022_70191900","2022-01-01",""
"account_intrastat.commodity_code_2022_70196100","2022-01-01",""
"account_intrastat.commodity_code_2022_70196200","2022-01-01",""
"account_intrastat.commodity_code_2022_70196300","2022-01-01",""
"account_intrastat.commodity_code_2022_70196400","2022-01-01",""
"account_intrastat.commodity_code_2022_70196500","2022-01-01",""
"account_intrastat.commodity_code_2022_70196600","2022-01-01",""
"account_intrastat.commodity_code_2022_70196910","2022-01-01",""
"account_intrastat.commodity_code_2022_70196990","2022-01-01",""
"account_intrastat.commodity_code_2022_70197100","2022-01-01",""
"account_intrastat.commodity_code_2022_70197200","2022-01-01",""
"account_intrastat.commodity_code_2022_70197300","2022-01-01",""
"account_intrastat.commodity_code_2022_70198010","2022-01-01",""
"account_intrastat.commodity_code_2022_70198090","2022-01-01",""
"account_intrastat.commodity_code_2022_71042100","2022-01-01",""
"account_intrastat.commodity_code_2022_71042900","2022-01-01",""
"account_intrastat.commodity_code_2022_71049100","2022-01-01",""
"account_intrastat.commodity_code_2022_71049900","2022-01-01",""
"account_intrastat.commodity_code_2022_73043950","2022-01-01",""
"account_intrastat.commodity_code_2022_73043982","2022-01-01",""
"account_intrastat.commodity_code_2022_73043983","2022-01-01",""
"account_intrastat.commodity_code_2022_73043988","2022-01-01",""
"account_intrastat.commodity_code_2022_73044983","2022-01-01",""
"account_intrastat.commodity_code_2022_73044985","2022-01-01",""
"account_intrastat.commodity_code_2022_73044989","2022-01-01",""
"account_intrastat.commodity_code_2022_73045110","2022-01-01",""
"account_intrastat.commodity_code_2022_73045930","2022-01-01",""
"account_intrastat.commodity_code_2022_73045982","2022-01-01",""
"account_intrastat.commodity_code_2022_73045983","2022-01-01",""
"account_intrastat.commodity_code_2022_73045989","2022-01-01",""
"account_intrastat.commodity_code_2022_73061100","2022-01-01",""
"account_intrastat.commodity_code_2022_73061900","2022-01-01",""
"account_intrastat.commodity_code_2022_73063012","2022-01-01",""
"account_intrastat.commodity_code_2022_73063018","2022-01-01",""
"account_intrastat.commodity_code_2022_73065021","2022-01-01",""
"account_intrastat.commodity_code_2022_73065029","2022-01-01",""
"account_intrastat.commodity_code_2022_74192000","2022-01-01",""
"account_intrastat.commodity_code_2022_74198010","2022-01-01",""
"account_intrastat.commodity_code_2022_74198030","2022-01-01",""
"account_intrastat.commodity_code_2022_74198090","2022-01-01",""
"account_intrastat.commodity_code_2022_76061130","2022-01-01",""
"account_intrastat.commodity_code_2022_76061150","2022-01-01",""
"account_intrastat.commodity_code_2022_76061230","2022-01-01",""
"account_intrastat.commodity_code_2022_76061250","2022-01-01",""
"account_intrastat.commodity_code_2022_76072091","2022-01-01",""
"account_intrastat.commodity_code_2022_76072099","2022-01-01",""
"account_intrastat.commodity_code_2022_81039100","2022-01-01",""
"account_intrastat.commodity_code_2022_81039910","2022-01-01",""
"account_intrastat.commodity_code_2022_81039990","2022-01-01",""
"account_intrastat.commodity_code_2022_81061010","2022-01-01",""
"account_intrastat.commodity_code_2022_81061090","2022-01-01",""
"account_intrastat.commodity_code_2022_81069010","2022-01-01",""
"account_intrastat.commodity_code_2022_81069090","2022-01-01",""
"account_intrastat.commodity_code_2022_81092100","2022-01-01",""
"account_intrastat.commodity_code_2022_81092900","2022-01-01",""
"account_intrastat.commodity_code_2022_81093100","2022-01-01",""
"account_intrastat.commodity_code_2022_81093900","2022-01-01",""
"account_intrastat.commodity_code_2022_81099100","2022-01-01",""
"account_intrastat.commodity_code_2022_81099900","2022-01-01",""
"account_intrastat.commodity_code_2022_81123100","2022-01-01",""
"account_intrastat.commodity_code_2022_81123900","2022-01-01",""
"account_intrastat.commodity_code_2022_81124110","2022-01-01",""
"account_intrastat.commodity_code_2022_81124190","2022-01-01",""
"account_intrastat.commodity_code_2022_81124900","2022-01-01",""
"account_intrastat.commodity_code_2022_81126100","2022-01-01",""
"account_intrastat.commodity_code_2022_81126910","2022-01-01",""
"account_intrastat.commodity_code_2022_81126990","2022-01-01",""
"account_intrastat.commodity_code_2022_81129240","2022-01-01",""
"account_intrastat.commodity_code_2022_81129940","2022-01-01",""
"account_intrastat.commodity_code_2022_81129950","2022-01-01",""
"account_intrastat.commodity_code_2022_84147000","2022-01-01",""
"account_intrastat.commodity_code_2022_84191200","2022-01-01",""
"account_intrastat.commodity_code_2022_84193300","2022-01-01",""
"account_intrastat.commodity_code_2022_84193400","2022-01-01",""
"account_intrastat.commodity_code_2022_84193500","2022-01-01",""
"account_intrastat.commodity_code_2022_84213200","2022-01-01",""
"account_intrastat.commodity_code_2022_84287000","2022-01-01",""
"account_intrastat.commodity_code_2022_84621110","2022-01-01",""
"account_intrastat.commodity_code_2022_84621190","2022-01-01",""
"account_intrastat.commodity_code_2022_84621910","2022-01-01",""
"account_intrastat.commodity_code_2022_84621990","2022-01-01",""
"account_intrastat.commodity_code_2022_84622210","2022-01-01",""
"account_intrastat.commodity_code_2022_84622290","2022-01-01",""
"account_intrastat.commodity_code_2022_84622300","2022-01-01",""
"account_intrastat.commodity_code_2022_84622400","2022-01-01",""
"account_intrastat.commodity_code_2022_84622500","2022-01-01",""
"account_intrastat.commodity_code_2022_84622600","2022-01-01",""
"account_intrastat.commodity_code_2022_84622990","2022-01-01",""
"account_intrastat.commodity_code_2022_84623210","2022-01-01",""
"account_intrastat.commodity_code_2022_84623290","2022-01-01",""
"account_intrastat.commodity_code_2022_84623300","2022-01-01",""
"account_intrastat.commodity_code_2022_84623900","2022-01-01",""
"account_intrastat.commodity_code_2022_84624200","2022-01-01",""
"account_intrastat.commodity_code_2022_84624900","2022-01-01",""
"account_intrastat.commodity_code_2022_84625100","2022-01-01",""
"account_intrastat.commodity_code_2022_84625900","2022-01-01",""
"account_intrastat.commodity_code_2022_84626110","2022-01-01",""
"account_intrastat.commodity_code_2022_84626190","2022-01-01",""
"account_intrastat.commodity_code_2022_84626210","2022-01-01",""
"account_intrastat.commodity_code_2022_84626290","2022-01-01",""
"account_intrastat.commodity_code_2022_84626310","2022-01-01",""
"account_intrastat.commodity_code_2022_84626390","2022-01-01",""
"account_intrastat.commodity_code_2022_84626910","2022-01-01",""
"account_intrastat.commodity_code_2022_84626990","2022-01-01",""
"account_intrastat.commodity_code_2022_84629010","2022-01-01",""
"account_intrastat.commodity_code_2022_84629090","2022-01-01",""
"account_intrastat.commodity_code_2022_84798300","2022-01-01",""
"account_intrastat.commodity_code_2022_84851000","2022-01-01",""
"account_intrastat.commodity_code_2022_84852000","2022-01-01",""
"account_intrastat.commodity_code_2022_84853010","2022-01-01",""
"account_intrastat.commodity_code_2022_84853090","2022-01-01",""
"account_intrastat.commodity_code_2022_84858000","2022-01-01",""
"account_intrastat.commodity_code_2022_84859010","2022-01-01",""
"account_intrastat.commodity_code_2022_84859090","2022-01-01",""
"account_intrastat.commodity_code_2022_85017100","2022-01-01",""
"account_intrastat.commodity_code_2022_85017200","2022-01-01",""
"account_intrastat.commodity_code_2022_85018000","2022-01-01",""
"account_intrastat.commodity_code_2022_85049013","2022-01-01",""
"account_intrastat.commodity_code_2022_85049017","2022-01-01",""
"account_intrastat.commodity_code_2022_85141100","2022-01-01",""
"account_intrastat.commodity_code_2022_85141910","2022-01-01",""
"account_intrastat.commodity_code_2022_85141980","2022-01-01",""
"account_intrastat.commodity_code_2022_85143110","2022-01-01",""
"account_intrastat.commodity_code_2022_85143190","2022-01-01",""
"account_intrastat.commodity_code_2022_85143210","2022-01-01",""
"account_intrastat.commodity_code_2022_85143290","2022-01-01",""
"account_intrastat.commodity_code_2022_85143910","2022-01-01",""
"account_intrastat.commodity_code_2022_85143990","2022-01-01",""
"account_intrastat.commodity_code_2022_85171300","2022-01-01",""
"account_intrastat.commodity_code_2022_85171400","2022-01-01",""
"account_intrastat.commodity_code_2022_85177100","2022-01-01",""
"account_intrastat.commodity_code_2022_85177900","2022-01-01",""
"account_intrastat.commodity_code_2022_85241100","2022-01-01",""
"account_intrastat.commodity_code_2022_85241200","2022-01-01",""
"account_intrastat.commodity_code_2022_85241900","2022-01-01",""
"account_intrastat.commodity_code_2022_85249100","2022-01-01",""
"account_intrastat.commodity_code_2022_85249200","2022-01-01",""
"account_intrastat.commodity_code_2022_85249900","2022-01-01",""
"account_intrastat.commodity_code_2022_85258100","2022-01-01",""
"account_intrastat.commodity_code_2022_85258200","2022-01-01",""
"account_intrastat.commodity_code_2022_85258300","2022-01-01",""
"account_intrastat.commodity_code_2022_85258900","2022-01-01",""
"account_intrastat.commodity_code_2022_85299018","2022-01-01",""
"account_intrastat.commodity_code_2022_85299040","2022-01-01",""
"account_intrastat.commodity_code_2022_85395100","2022-01-01",""
"account_intrastat.commodity_code_2022_85395200","2022-01-01",""
"account_intrastat.commodity_code_2022_85414100","2022-01-01",""
"account_intrastat.commodity_code_2022_85414200","2022-01-01",""
"account_intrastat.commodity_code_2022_85414300","2022-01-01",""
"account_intrastat.commodity_code_2022_85414900","2022-01-01",""
"account_intrastat.commodity_code_2022_85415100","2022-01-01",""
"account_intrastat.commodity_code_2022_85415900","2022-01-01",""
"account_intrastat.commodity_code_2022_85434000","2022-01-01",""
"account_intrastat.commodity_code_2022_85480020","2022-01-01",""
"account_intrastat.commodity_code_2022_85480030","2022-01-01",""
"account_intrastat.commodity_code_2022_85480090","2022-01-01",""
"account_intrastat.commodity_code_2022_85491110","2022-01-01",""
"account_intrastat.commodity_code_2022_85491190","2022-01-01",""
"account_intrastat.commodity_code_2022_85491210","2022-01-01",""
"account_intrastat.commodity_code_2022_85491220","2022-01-01",""
"account_intrastat.commodity_code_2022_85491290","2022-01-01",""
"account_intrastat.commodity_code_2022_85491310","2022-01-01",""
"account_intrastat.commodity_code_2022_85491320","2022-01-01",""
"account_intrastat.commodity_code_2022_85491390","2022-01-01",""
"account_intrastat.commodity_code_2022_85491410","2022-01-01",""
"account_intrastat.commodity_code_2022_85491420","2022-01-01",""
"account_intrastat.commodity_code_2022_85491490","2022-01-01",""
"account_intrastat.commodity_code_2022_85491910","2022-01-01",""
"account_intrastat.commodity_code_2022_85491920","2022-01-01",""
"account_intrastat.commodity_code_2022_85491990","2022-01-01",""
"account_intrastat.commodity_code_2022_85492100","2022-01-01",""
"account_intrastat.commodity_code_2022_85492900","2022-01-01",""
"account_intrastat.commodity_code_2022_85493100","2022-01-01",""
"account_intrastat.commodity_code_2022_85493900","2022-01-01",""
"account_intrastat.commodity_code_2022_85499100","2022-01-01",""
"account_intrastat.commodity_code_2022_85499900","2022-01-01",""
"account_intrastat.commodity_code_2022_87012110","2022-01-01",""
"account_intrastat.commodity_code_2022_87012190","2022-01-01",""
"account_intrastat.commodity_code_2022_87012210","2022-01-01",""
"account_intrastat.commodity_code_2022_87012290","2022-01-01",""
"account_intrastat.commodity_code_2022_87012310","2022-01-01",""
"account_intrastat.commodity_code_2022_87012390","2022-01-01",""
"account_intrastat.commodity_code_2022_87012410","2022-01-01",""
"account_intrastat.commodity_code_2022_87012490","2022-01-01",""
"account_intrastat.commodity_code_2022_87012900","2022-01-01",""
"account_intrastat.commodity_code_2022_87044110","2022-01-01",""
"account_intrastat.commodity_code_2022_87044131","2022-01-01",""
"account_intrastat.commodity_code_2022_87044139","2022-01-01",""
"account_intrastat.commodity_code_2022_87044191","2022-01-01",""
"account_intrastat.commodity_code_2022_87044199","2022-01-01",""
"account_intrastat.commodity_code_2022_87044210","2022-01-01",""
"account_intrastat.commodity_code_2022_87044291","2022-01-01",""
"account_intrastat.commodity_code_2022_87044299","2022-01-01",""
"account_intrastat.commodity_code_2022_87044310","2022-01-01",""
"account_intrastat.commodity_code_2022_87044391","2022-01-01",""
"account_intrastat.commodity_code_2022_87044399","2022-01-01",""
"account_intrastat.commodity_code_2022_87045110","2022-01-01",""
"account_intrastat.commodity_code_2022_87045131","2022-01-01",""
"account_intrastat.commodity_code_2022_87045139","2022-01-01",""
"account_intrastat.commodity_code_2022_87045191","2022-01-01",""
"account_intrastat.commodity_code_2022_87045199","2022-01-01",""
"account_intrastat.commodity_code_2022_87045210","2022-01-01",""
"account_intrastat.commodity_code_2022_87045291","2022-01-01",""
"account_intrastat.commodity_code_2022_87045299","2022-01-01",""
"account_intrastat.commodity_code_2022_87046000","2022-01-01",""
"account_intrastat.commodity_code_2022_87082210","2022-01-01",""
"account_intrastat.commodity_code_2022_87082290","2022-01-01",""
"account_intrastat.commodity_code_2022_88061010","2022-01-01",""
"account_intrastat.commodity_code_2022_88061090","2022-01-01",""
"account_intrastat.commodity_code_2022_88062110","2022-01-01",""
"account_intrastat.commodity_code_2022_88062190","2022-01-01",""
"account_intrastat.commodity_code_2022_88062210","2022-01-01",""
"account_intrastat.commodity_code_2022_88062290","2022-01-01",""
"account_intrastat.commodity_code_2022_88062300","2022-01-01",""
"account_intrastat.commodity_code_2022_88062400","2022-01-01",""
"account_intrastat.commodity_code_2022_88062910","2022-01-01",""
"account_intrastat.commodity_code_2022_88062920","2022-01-01",""
"account_intrastat.commodity_code_2022_88069100","2022-01-01",""
"account_intrastat.commodity_code_2022_88069200","2022-01-01",""
"account_intrastat.commodity_code_2022_88069300","2022-01-01",""
"account_intrastat.commodity_code_2022_88069400","2022-01-01",""
"account_intrastat.commodity_code_2022_88069910","2022-01-01",""
"account_intrastat.commodity_code_2022_88069920","2022-01-01",""
"account_intrastat.commodity_code_2022_88071000","2022-01-01",""
"account_intrastat.commodity_code_2022_88072000","2022-01-01",""
"account_intrastat.commodity_code_2022_88073000","2022-01-01",""
"account_intrastat.commodity_code_2022_88079010","2022-01-01",""
"account_intrastat.commodity_code_2022_88079021","2022-01-01",""
"account_intrastat.commodity_code_2022_88079029","2022-01-01",""
"account_intrastat.commodity_code_2022_88079030","2022-01-01",""
"account_intrastat.commodity_code_2022_88079090","2022-01-01",""
"account_intrastat.commodity_code_2022_89031100","2022-01-01",""
"account_intrastat.commodity_code_2022_89031200","2022-01-01",""
"account_intrastat.commodity_code_2022_89031900","2022-01-01",""
"account_intrastat.commodity_code_2022_89032100","2022-01-01",""
"account_intrastat.commodity_code_2022_89032210","2022-01-01",""
"account_intrastat.commodity_code_2022_89032290","2022-01-01",""
"account_intrastat.commodity_code_2022_89032310","2022-01-01",""
"account_intrastat.commodity_code_2022_89032390","2022-01-01",""
"account_intrastat.commodity_code_2022_89033100","2022-01-01",""
"account_intrastat.commodity_code_2022_89033210","2022-01-01",""
"account_intrastat.commodity_code_2022_89033290","2022-01-01",""
"account_intrastat.commodity_code_2022_89033310","2022-01-01",""
"account_intrastat.commodity_code_2022_89033390","2022-01-01",""
"account_intrastat.commodity_code_2022_89039310","2022-01-01",""
"account_intrastat.commodity_code_2022_89039390","2022-01-01",""
"account_intrastat.commodity_code_2022_90138000","2022-01-01",""
"account_intrastat.commodity_code_2022_90192010","2022-01-01",""
"account_intrastat.commodity_code_2022_90192020","2022-01-01",""
"account_intrastat.commodity_code_2022_90192090","2022-01-01",""
"account_intrastat.commodity_code_2022_90200010","2022-01-01",""
"account_intrastat.commodity_code_2022_90200090","2022-01-01",""
"account_intrastat.commodity_code_2022_90278100","2022-01-01",""
"account_intrastat.commodity_code_2022_90278910","2022-01-01",""
"account_intrastat.commodity_code_2022_90278930","2022-01-01",""
"account_intrastat.commodity_code_2022_90278990","2022-01-01",""
"account_intrastat.commodity_code_2022_91149010","2022-01-01",""
"account_intrastat.commodity_code_2022_91149090","2022-01-01",""
"account_intrastat.commodity_code_2022_94013100","2022-01-01",""
"account_intrastat.commodity_code_2022_94013900","2022-01-01",""
"account_intrastat.commodity_code_2022_94014100","2022-01-01",""
"account_intrastat.commodity_code_2022_94014900","2022-01-01",""
"account_intrastat.commodity_code_2022_94019110","2022-01-01",""
"account_intrastat.commodity_code_2022_94019190","2022-01-01",""
"account_intrastat.commodity_code_2022_94019910","2022-01-01",""
"account_intrastat.commodity_code_2022_94019990","2022-01-01",""
"account_intrastat.commodity_code_2022_94039100","2022-01-01",""
"account_intrastat.commodity_code_2022_94039910","2022-01-01",""
"account_intrastat.commodity_code_2022_94039990","2022-01-01",""
"account_intrastat.commodity_code_2022_94044010","2022-01-01",""
"account_intrastat.commodity_code_2022_94044090","2022-01-01",""
"account_intrastat.commodity_code_2022_94051140","2022-01-01",""
"account_intrastat.commodity_code_2022_94051150","2022-01-01",""
"account_intrastat.commodity_code_2022_94051190","2022-01-01",""
"account_intrastat.commodity_code_2022_94051940","2022-01-01",""
"account_intrastat.commodity_code_2022_94051950","2022-01-01",""
"account_intrastat.commodity_code_2022_94051990","2022-01-01",""
"account_intrastat.commodity_code_2022_94052140","2022-01-01",""
"account_intrastat.commodity_code_2022_94052150","2022-01-01",""
"account_intrastat.commodity_code_2022_94052190","2022-01-01",""
"account_intrastat.commodity_code_2022_94052940","2022-01-01",""
"account_intrastat.commodity_code_2022_94052950","2022-01-01",""
"account_intrastat.commodity_code_2022_94052990","2022-01-01",""
"account_intrastat.commodity_code_2022_94053100","2022-01-01",""
"account_intrastat.commodity_code_2022_94053900","2022-01-01",""
"account_intrastat.commodity_code_2022_94054110","2022-01-01",""
"account_intrastat.commodity_code_2022_94054131","2022-01-01",""
"account_intrastat.commodity_code_2022_94054139","2022-01-01",""
"account_intrastat.commodity_code_2022_94054210","2022-01-01",""
"account_intrastat.commodity_code_2022_94054231","2022-01-01",""
"account_intrastat.commodity_code_2022_94054239","2022-01-01",""
"account_intrastat.commodity_code_2022_94054910","2022-01-01",""
"account_intrastat.commodity_code_2022_94054940","2022-01-01",""
"account_intrastat.commodity_code_2022_94054990","2022-01-01",""
"account_intrastat.commodity_code_2022_94056120","2022-01-01",""
"account_intrastat.commodity_code_2022_94056180","2022-01-01",""
"account_intrastat.commodity_code_2022_94056920","2022-01-01",""
"account_intrastat.commodity_code_2022_94056980","2022-01-01",""
"account_intrastat.commodity_code_2022_94062000","2022-01-01",""
"account_intrastat.commodity_code_2022_95082100","2022-01-01",""
"account_intrastat.commodity_code_2022_95082200","2022-01-01",""
"account_intrastat.commodity_code_2022_95082300","2022-01-01",""
"account_intrastat.commodity_code_2022_95082400","2022-01-01",""
"account_intrastat.commodity_code_2022_95082500","2022-01-01",""
"account_intrastat.commodity_code_2022_95082600","2022-01-01",""
"account_intrastat.commodity_code_2022_95082900","2022-01-01",""
"account_intrastat.commodity_code_2022_95083000","2022-01-01",""
"account_intrastat.commodity_code_2022_95084000","2022-01-01",""
"account_intrastat.commodity_code_2022_97012100","2022-01-01",""
"account_intrastat.commodity_code_2022_97012200","2022-01-01",""
"account_intrastat.commodity_code_2022_97012900","2022-01-01",""
"account_intrastat.commodity_code_2022_97019100","2022-01-01",""
"account_intrastat.commodity_code_2022_97019200","2022-01-01",""
"account_intrastat.commodity_code_2022_97019900","2022-01-01",""
"account_intrastat.commodity_code_2022_97021000","2022-01-01",""
"account_intrastat.commodity_code_2022_97029000","2022-01-01",""
"account_intrastat.commodity_code_2022_97031000","2022-01-01",""
"account_intrastat.commodity_code_2022_97039000","2022-01-01",""
"account_intrastat.commodity_code_2022_97051000","2022-01-01",""
"account_intrastat.commodity_code_2022_97052100","2022-01-01",""
"account_intrastat.commodity_code_2022_97052200","2022-01-01",""
"account_intrastat.commodity_code_2022_97052900","2022-01-01",""
"account_intrastat.commodity_code_2022_97053100","2022-01-01",""
"account_intrastat.commodity_code_2022_97053900","2022-01-01",""
"account_intrastat.commodity_code_2022_97061000","2022-01-01",""
"account_intrastat.commodity_code_2022_97069000","2022-01-01",""
"account_intrastat.commodity_code_2022_99450000","2022-01-01",""
"account_intrastat.commodity_code_2022_99500000","2022-01-01",""
"account_intrastat.commodity_code_2022_99600000","2022-01-01",""
"account_intrastat.commodity_code_2022_99700000","2022-01-01",""
